"created_at","full_text","id","user/created_at","user/name"
"2023-04-29T08:16:38.000Z","Akhirnya Jokowi izinkan ekspor konsentrat Freeport.
.
Sudah kuduga.
Tabrak UU. Kalah dilobi pengusaha.
.
Bisa jadi Pintu masuk pemakzulan.
.
â¦@PKSejahteraâ© â¦@FPKSDPRRIâ©  https://t.co/wz862rEF7J","1652225363064528897","2017-12-09T03:06:22.000Z","Mulyanto"
"2023-04-28T03:28:17.000Z","China lagi. China lagi.

Makelarnya, dia lagi. Dia lagi.
https://t.co/Ck6S4rgc82","1651790412494016512","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-04-24T02:51:50.000Z","Ratusan ""manusia"" turun di bandara Halim, lgs  masuk Kereta Cepat, turunkan di  titik2  yg dilewati, mentok di Padalarang. Sebar di sana, bikinin KTP, beranak pinak.

Stlh 10 tahun, orang Indo IQ 78 trs aja melongo2 sambil nungguin  IKN yg ga jadi2. 

https://t.co/MGmoPPn6l0","1650331686465605633","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-04-24T01:32:56.000Z","Tidak adakah  yg  terpikir kenapa 
Pembangunan masif dan gila2an arah Jakarta - Jabar?

Trayek Kereta Cepat ke Padalarang?
Tol  Cisumdawu 1 -2- 3 ke Sumedang?
Bandara Kertajati di Majalengka?

Belum lagi reklamasi 17 pulau Utara Jakarta-Banten.

Hipnotis semua pikiran  ke IKN.","1650311833067352064","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-04-30T01:06:52.000Z","Proyek Radikal Radikul Untuk Mengatasi isu:
1. 349 T di @KemenkeuRI 
2. Bandara Yang Jadi Tempat Foto Prawedding
3. Kereta Cepat Yang Gunakan APBN
4. Bangun Infrastruktur Untuk Ajang Korupsi
5. IKN Yang Over Subscribe
6. Subsidi Es Doger 71 M
7. Mobil Super Sonic Esemka
8. DLL
ğŸ˜œ","1652479597123076101","2022-03-16T15:26:16.000Z","Nicho Silalahi"
"2023-04-14T10:56:14.000Z","Ini bisnis pribadi atas nama negara.
Dan rakyat seluruh Indonesia disuruh menanggung hutangnya sampai 7 turunan.

Itulah kenapa saya sangat menentang IKN, Karena jelas sama modusnya.
Sementara  kerugian negara dan rakyat  bakal 1.000 kali lebih parah.

https://t.co/J2pD0f7lRX","1646829713258848257","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-04-13T02:49:12.000Z","Saya ngeri membayangkan, kengototan  pembangunan IKN ini krn iming2 setengah pemaksaan dari negara  yg kasih hutang dg bunga mencekik leher buat bikin Kereta cepat.

Bong, Bong kalian ini kapan sadarnya. 

https://t.co/qVkVj7B3a1","1646344757512392704","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-04-12T23:49:23.000Z","Macet Jakarta?
Biasa saja ah. Sebagai warga KTP Jakarta asli, saya menilai macet Jakarta masih bisa ditoleransi. Ini krn mobilitas tinggi masyarakat jelang Lebaran saja. 

Bukan jadi alasan yg dibikin2 agar Ibukota pindah.

https://t.co/AFF9vDpwTv","1646299507188203520","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-04-29T01:50:59.000Z","Jadi ingat ada yg ngomong OVERSUBSCRIBE &amp; Januari 2023 sudah ada gedung-gedung di IKN 
ğŸ˜ƒğŸ˜ƒğŸ¤­ğŸ¤­","1652128312590991363","2021-04-18T11:54:43.000Z","boediantara"
"2023-04-28T05:48:28.000Z","Posisi Utang Pemerintah per akhir Maret 2023: Rp7.879 Triliun. Utang bertambah pada periode 1999-2004: Rp359,5 T (38,2%); 2004-2009: Rp291 T (22,4%); 2009-2014: Rp1.018 T (64%); 2014-2019: Rp2.178 T (83,5%); 2019-Mar 2022: Rp3.092 T (64,6%). Masih akan bertambah hingga akhir 2024 https://t.co/LWs2BenLTO","1651825691317649408","2012-07-26T17:13:57.000Z","Awalil Rizky"
"2023-04-28T13:08:26.000Z","Yang replay kebanyakan para buzzerp bangsat...@KemenkesRI kelakuan kalian menjijikan...demi ambisimu sampai harus nyewa buzzerp....
Kami nggak akan diam...kami akan ""LAWAN""....","1651936410147110912","2019-07-20T22:32:12.000Z","ğ•›ğ• ğ•›ğ• "
"2023-04-28T10:54:23.000Z","Kasu 349 T masih misteri, Hilang sekejap tampa jejak. Uang dugaan money laundry kok dibiarkan begitu saja. Persoalan substansial ini kallian lupa? Jangan jadi netizen pelupa, ayo viralkan lagi. Kami dukung prof. @mohmahfudmd usut kembali.
Lanjutkan pak. https://t.co/Dw10G9Sl9C","1651902677390082049","2021-10-20T10:33:00.000Z","Timur Matahari"
"2023-04-28T02:42:07.000Z","Kalau liat kemajuan China bikin saya â€œketawa sendiriâ€ bukan mengejek tapi ketawa thdp kepintaran bangsa China. Jujur saja saya kasih Contoh.

BMW-Audi-Toyota buka pabrik full assembling di China dengan 100% pekerja China di pabrik2 asembling itu. Setelah 5 th pekerja gantiâ€¦","1651778792380329985","2011-02-15T04:15:35.000Z","Ronnie H. Rusli. MS. PhD."
"2023-03-29T07:02:09.000Z","Jelas, fixed, definitif jawaban @aniesbaswedan atas pembangunan IKN.

Dia akan dukung IKN, Krn katanya, itu adalah Undang-undang.

Dalam soal IKN dan Vaksin, ternyata

Anies = Jokowi.

So, 
Buciners and Hardcore  Anies, silakan komen. Ayo yg gentle, jangan melipir. https://t.co/jDGlPYHZ7W","1640972595226095616","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-03-27T01:19:12.000Z","Baca tulisan ini baik2 dan seksama.
Seperti inilah modus pembangunan infrastruktur selama ini. 

Satu contoh kasus. Di antara puluhan mungkin ratusan mungkin ribuan kasus lainnya. 

https://t.co/1hpp0n8Sew","1640161516350738432","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-03-27T01:15:30.000Z","Modus semua pembangunan infrastruktur selama 9 tahun ini jelas.

Bangun, ada fee.
Jual, fee lagi. 

It's all about Fee. 

Ngga ada hubungan dg kewajiban bayar utang. Utang kan yg bayar Rakyat.

https://t.co/gSaUsgtSWM","1640160584774844416","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-03-20T13:52:21.000Z","Banjir noh IKN!

Sak karepmu, Mul.

Mulyono.

https://t.co/0vOu5PIbnl","1637814335824367617","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-04-27T23:57:14.000Z","Pak @jokowi Kenapa Ucapanmu Ga Sesuai Dengan Kenyataan ?

Apa Bapak Ga Kaget Dengan Ocehan mu Beberapa Waktu Yang Lalu, Tapi Sekarang Kau Malah Sibuk Urusin Copra Copres Bukan Nyelesein Tera Skandal 349 T di @KemenkeuRI ?

Selanjutnya Dengar Ocehanmu 
ğŸ‘‡
https://t.co/h2uQtBSOyT","1651737300626448390","2022-03-16T15:26:16.000Z","Nicho Silalahi"
"2023-04-28T20:27:18.000Z","CNN 3/12/2022 Jokowi kaget kawasan inti IKN sdh ludes diborong Investor sampai Oversubscribed

Kep otorita IKN mau buka Kawasan IB dan IC buat Investor sesuai arahan Pres Jokowi (28/11)

28/04, Basuki, Investor IKN masih Nihil

Duhhâ€¦ini ngelindur atau kesurupan berjamaah sihğŸ¤¦ğŸ¼ https://t.co/9MJKlPJ0j9","1652046854916542464","2013-02-25T15:33:59.000Z","Call me SKğŸ"
"2023-03-17T22:55:08.000Z","Sebetulnya siapa  punya niat bikin IKN?
Bukannya kamu &amp; oligarki?

Bukan kami,  rakyat. 
Kami tdk  dilibatkan &amp; tdk ada hak pilih   Ibukota ttp Jakarta atau  kota lain. 

Doa2 saja sendiri. Kerja keras saja sendiri.
Kalian yg nikmati. Utang kami yg bayar.

https://t.co/fvSpWu5qqc","1636863766947323904","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-03-15T07:39:12.000Z","Rugi kalau pakai yg lama, kan.
Ngga ada anggaran  proyek baru lagi soalnya.

Sirkuit yg lama bisa dijual buat bom bom car.

Negeri para bedebah.

https://t.co/ByBl83IZal","1635908490131832833","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-03-13T22:53:08.000Z","Agar tahu kondisi riil pembangunan selama 9 tahun ini.

Jangankan Blora. Jalan2 bahkan  Jalan Tol saja boncel-boncel. 

https://t.co/HX28FlKjXC","1635413713959399424","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-04-28T09:06:03.000Z","Peluang Bisnislah. Bisa nggandeng investor. Industri per fileman hidup. Produksi artis pendatang baru terus berjalan. Pajak masuk. Bisnis martabak dan frozen food yang sudah berjalan bisa terus ditingkatkan.","1651875411838763010","2013-02-25T15:33:59.000Z","Call me SKğŸ"
"2023-04-28T06:23:40.000Z","RT @Catatan_ali7: SELAIN JALAN RUSAK DAN HANCUR ANGKA KEMISKINAN DI KLATEN JAWA TENGAH JUGA TINGGI

Jujur Gua Berharap KLATEN Mendapat SOROâ€¦","1651834546965594112","2013-02-25T15:33:59.000Z","Call me SKğŸ"
"2023-03-03T09:28:12.000Z","@HdNchannel Hoffen wir, dass es nicht dazu kommt","1631587268837376006","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-03-03T09:21:26.000Z","Termasuk tas dan sandal branded super mahal  yg sering dipakai nyonya, anak, menantu

Juga honeymoon anak  ke Eropa yg dikawal Paspamres, yg dipamerin setiap hari di sosmed sampai bikin mual yg lihat.

Itu termasuk yg bikin kesal Bapak, ngga?

https://t.co/ED8jrgqlsI","1631585565450854400","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-03-03T06:41:45.000Z","@sri_bunawi apa boleh buat","1631545380252037120","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-03-03T06:40:29.000Z","@meghanaiwawai Ya, yang saya tulis itu.","1631545061094866947","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-03-03T04:38:17.000Z","@KangTaupik Science itu Prediksi, berbasis Akal, Budi, dan Empiri, bukan ramalan. Ramalan itu Tathayyur,  tidak dibenarkan dalam Islam.","1631514307627462656","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-03-02T23:58:49.000Z","Pertanyaan

1) KL netizen viralkan lalu dituduh langgar UU ITE atau pencemaran nama baik, atau diancam mau dibunuh atau diteror, apa yg dilakukan KPK?

2) KPK mau kasih kompensasi apa sama Netizen yg berburu Pejabat Korup? Gaji? Ucapan terimakasih?

https://t.co/cAjmMt92Sv","1631443975222730753","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-03-02T11:39:35.000Z","PEMILU JAKARTA DITUNDA SD 2025.

Selanjutnya kita tinggal tunggu Pemilu Presiden ditunda.

Skenario sedang  dijalankan. 

Dan rakyat cuma bisa melongo-longo. Paling cuma berani ngumpat dan maki2 di medsos doang.

https://t.co/TIOTLuuaCp","1631257941440614401","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-03-02T09:46:56.000Z","Kesambet apa Pak Gubernur NTT ini?

Jam 5  pagi anak2   sekolah.
Bgmn  transportasinya?  Murid2 banyak tinggal di gunung, desa2.

Blm soal keamanan. Mrk hrs  pergi  jam 4 msh gelap, kl ada begal, binatang buas, dll

Lg mau Caper  ama siapa pak Gub ini? 

https://t.co/reKokOF6oZ","1631229594505457667","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-03-01T11:26:57.000Z","Project spt ini yg  jadi pengorbanan Rakyat Kalimantan yg tdk mrk ketahui.

Penenggelaman desa2 utk bendungan baru salah satu dr  salah banyak berikutnya.

Blm  ladang2 utk  pemukiman pendatang yg, percayalah, akan jd  penduduk terbanyak Ibukota baru.

https://t.co/VROvQaLhdG","1630892374779133952","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-03-01T05:38:29.000Z","@EB97280734 Kalau betul pindah, ya pasti. Suku Dayak hrs siap mental, nasib akan spt Suku Betawi, Aborigin, juga Indian.
Bagaimana penduduk asli sll tersisih bila kawasannya diambil dan dikuasai atas nama kemajuan. 

Orang kaya di Jakarta, hampir semua pendatang.","1630804680065552384","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-03-01T02:17:45.000Z","@tovic09 Brainwash Barat. Manusia bukan dari kera. Totally fraud.","1630754163432001542","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-03-01T02:12:48.000Z","Siapa rakyat yg ingin Ibukota pindah?

Ga ada!

Kecuali gerombolan penjilat.

Kl rakyat Kalimantan pikir  Ibukota pindah itu wujud  pemerataan

Maka rakyat Sulawesi, Maluku, Papua, Bali, Sumatera akan menuntut hal yg sama.

Jakarta, adil buat semuanya. 

https://t.co/qld3yEcpkm","1630752917765640192","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-02-25T23:02:10.000Z","OK! Jadi yg punya gagasan bukan Bapak @jokowi tp Bung Karno.

Jd  nanti gagal atau berhasil bangun IKN tgjawab  Bung Karno ya bukan  Jokowi. Oke oke. 

Etapi kan Bung Karno maunya Palangkaraya?

Kenapa jd  ke Penajam, Pak? Berarti ini gagasan siapa lagi? 

https://t.co/1YxyB7d1iI","1629617783133835264","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-02-20T02:05:34.000Z","Nah, sekarang saya mau bilang sama Rakyat.

Rakyat,

Siapapun Presiden

IKN akan lanjut. Akan jadi. Jadi.

Tugas Presiden berikutnya, siapapun dia, tugas dari Oligarki, Oligarki A or P or G, 

adl menjadikan IKN itu jadi.

Walau nanti akan jd  sarang demit tapi tetap akan jadi.","1627489607523913728","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-02-19T07:09:09.000Z","IKN. Wow!

tapi pencetusnya tetap pengen tinggal di Colomadu, Karanganyar.

tugas menghalu sudah selesai. https://t.co/XaLF6R753E","1627203618247176192","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-02-19T03:58:43.000Z","Setelah keluarkan kebijakan 3 anak, skrg China keluarkan  tanpa pasangan boleh punya anak.

Sepertinya mrk semangat menambah jml Penduduk. 

Krn ada satu Koloni seluas 1,9 juta km2  lengkap dg Ibukota Baru,  buat  200 juta penduduk baru mrk.

https://t.co/iCkR7WuA0x","1627155693542457344","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-02-19T01:21:43.000Z","Memakmurkan daerah bukan dg menjadikan daerah itu Ibukota.

Kalau begitu, Jayapura, Palu, Ambon, Mataram, Padang dll bisa menuntut utk jadi Ibukota juga.

Memakmurkan rakyat itu dg memberi mereka  Keadilan.

https://t.co/8hUXdtoeCI","1627116183978917889","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-02-18T05:32:05.000Z","@MgmPtmgm Umbi2an, sagu, pisang, kelapa, sukun, dan labu.","1626816803056807936","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-02-18T05:31:28.000Z","@himawan5000 Boleh","1626816647557447683","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-02-18T03:27:58.000Z","@nindahap Kerjasama dg lingkungan. Bisa tanam di pinggir2 jalan dan lahan2 kosong.","1626785570075873280","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-02-17T23:37:35.000Z","Tanam  tanaman yg bisa kurangi belanja spt

Umbi2an &amp; singkong, bs dimakan umbi &amp; daunnya, jd pengganti nasi

Sayur2an pagar shg tdk perlu pupuk &amp; pestisida

Buah2 wajib ada  mudah tanam &amp;  tahan hama: pepaya pisang kelapa

Cabe tomat rempah2   bisa tanam di pot

Penghematan 30%.","1626727590865309696","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-02-17T23:37:34.000Z","Sebaiknya kita bersiap2.

Saya Kampanyekan Makan Satu Kali Sehari (untuk dewasa) dan Dua kali sehari (untuk anak)

InsyaAllah  belanja berkurang 40%.

https://t.co/AwyXxPFUrg","1626727588210302977","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-02-11T01:32:33.000Z","Mereka mau ambil pulau itu, dan kalian diberi permen sbg gantinya.

Permen itu namanya: IKN.  Tahun2  ke depan, kalian akan lihat pembangunan gila2an. Yg membuat kalian ternganga.

Tanpa kalian tahu, apa sebenarnya yg terjadi di sebaliknya. 

Semoga Allah menjaga pulau itu.","1624219809977348097","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-02-11T01:32:33.000Z","Dahulu,  ribuan thn lalu, ada negara kayaraya,  damai, makmur sejahtera. Namanya negara  Balqis, Bulukis, Bolkia.

Negeri di pulau yg aman, Negeri fisika metafisika,  Negeri 8 dimensi. 

Raja Brunei Darusalam, gunakannya sbg  gelar:

Sultan Hasan al Bolkia.  Hasan dari Bolkia.","1624219808131878912","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-02-11T00:22:32.000Z","@AkunGra01642733 @jokowi Semua sama saja, insyaAllah 2029 nanti ada pilihan yg layak.","1624202186971574272","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-04-29T03:33:59.000Z","Jika yang beda dapat membuatmu melesat maju, mengapa mencari yang sama tapi membuatmu mundur.?

.","1652154233125498883","2015-04-28T07:40:32.000Z","Helmi Felis"
"2023-04-29T03:31:22.000Z","@UjangSyahroni Semoga mimpi yang menjadi kenyataan ğŸ¤²ğŸ¼","1652153573474725888","2015-04-28T07:40:32.000Z","Helmi Felis"
"2023-04-29T03:29:40.000Z","Petugas Partai PDIP berkuasa selama 2 Periode, faktanya gagal

Bahkan Indonesia makin terpuruk &amp; di ujung kehancuran total akibat hutang yang tidak prudent

Belum soal Politik, Hukum, Ekonomi yang buruk sekali

Dengan kondisi itu apa perlu periode 3 Petugas Partai? Coba pikir

.","1652153145529888770","2015-04-28T07:40:32.000Z","Helmi Felis"
"2023-04-27T23:06:13.000Z","Kutukan Akibat Menggebrak Meja Podium ğŸ˜´

&gt;&gt;Dulu
Meninggalkan pendukung tenggelam

&gt;&gt;Lalu
Timbul utk jabatan Menhan
Merangkul Ferdinand
Memeluk Abu Janda
Mengidolakan Jokowi

&gt;&gt;Kini
Ditendang Mega
Diberi Jokowi harapan palsu
Ditinggalkan Sandiaga https://t.co/F6akyOWTad","1651724460754604033","2010-12-16T14:43:05.000Z","Lukman Simandjuntak"
"2023-04-27T18:36:12.000Z","seorang petugas partai sejatinya adalah pesuruh partai, yang bekerja demi partai, bukan demi bangsa dan negara

jangan sampai bangsa ini kelak dipimpin oleh jongos partai ataupun kacung oligarki

T O L A K . . . ! ! !

https://t.co/7RLK6rk5Yb","1651656509997355008","2019-06-12T23:25:44.000Z","Í”"
"2023-04-26T23:18:26.000Z","Keagresifan @jokowi Menjadikan @ganjarpranowo Sebagai Penggantinya, sama Artinya Kepala Negara Telah Hilang dan Yang Tersisa Hanyalah Petugas Partai, Tolol Aja Parlemen Kita Jika Terus Membiarkan Kekosongan Kepemimpinan Nasional, Dia Harus Segera Di Makzulkan, Ia Ga Sih ? https://t.co/rfEu2IZyZZ","1651365147301257216","2022-03-16T15:26:16.000Z","Nicho Silalahi"
"2023-04-27T01:40:47.000Z","@dapitnih @QiuQiu_Official Dan herannya mereka ngga sadar-sadar
Karena kebencian","1651400969379528704","2021-04-18T11:54:43.000Z","boediantara"
"2023-04-27T01:34:19.000Z","@shasimi99 @dapitnih Sekali baca ngawur ngotot katanya embat apbd dan ngomong hasilnya ngga ada...
Fixed referensinya buzzerp...
Blok","1651399343591813120","2021-04-18T11:54:43.000Z","boediantara"
"2023-04-27T00:08:53.000Z","Tantangan ke depan semakin berat. Gak kebayang negara sebesar ini dipimpin oleh orang yg penuh gimmick macam Ganjar. Bakalan makin suram, kalau tidak bubar. Cuma karena kepentingan Jokowi CS yg butuh orang untuk melindunginya secara total saat tidak menjabat lagi.","1651377844377776129","2017-09-13T09:23:25.000Z","ï¸ï¸ï¸ï¸ ï¸ï¸ï¸ï¸ï¸ï¸ï¸ï¸"
"2023-04-26T15:14:43.000Z","Temen gua yg tiap hari teriak-teriak NKRI harga mati, baru kemaren japri mau pinjam duit!
Dia bilang, ""mobilnya baru ditarik leasing dan udah 3 hari ngumpet dirumah mertua nya gegara gak tahan dikejar pinjol!"" 
Temen lu atau temen gua yg makmur @Dennysiregar7 ? 
ğŸ¤£ğŸ¤£ğŸ¤£ğŸ¸ğŸ”¨ https://t.co/400cZ5tTCe","1651243413608763392","2023-02-06T06:39:50.000Z","B0zzVanc1"
"2023-04-27T00:07:38.000Z","Hirukpikuk yg dia ciptakan dengan ribut menyiapkan penggantinya ...telah menghilangkan hirukpikuk : 
Skandal 349 T
Jeratan kereta cepat
Gegagalan IKN 
Hutang yg semakin meroket ...
... https://t.co/KdoR1DBv5s","1651377527510941697","2021-04-18T11:54:43.000Z","boediantara"
"2023-01-25T23:03:47.000Z","Jalan biasa berbayar.
Ongkos haji naik 50%
APBN 70% dr penerimaan pajak.

Indikasi negara kehabisan uang sdh seterang matahari siang hari.","1618384162003783681","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-01-22T10:50:38.000Z","Ayo netizen Indonesia check data ini. 
Benar apa tidak.
Silakan pikir dan renungkan. Kemana Indonesia ini mau dibawa.

Hutang sebesar ini anak cucu kalian mau bayar pakai apa. https://t.co/qXfB9FvA5c","1617112499085783042","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-01-22T10:40:21.000Z","Sudah tahu mau resesi dunia.
Sudah ngomong sendiri pula kita semua harus waspada.

Utang sekarang sudah tembus Rp 7.733,99 Triliun.
Mau bilang tidak  kena resesi dari mana dg utang sebesar itu? 

Dan
Mau cari utangan dari mana utk bikin IKN?

https://t.co/iRVvTydBV9","1617109909388292097","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-01-22T08:11:45.000Z","Saya sekali lg minta  Presiden Jokowi utk realistis.

Dunia dilanda Mega Resesi thn  2023, termsk Indonesia.

Hutang Pemerintah RI tembus Rp 7.733,9 Triliun, tertinggi dlm sejarah.

Pindahnya Ibukota, selain tidak penting, jg tdk mendesak. 

https://t.co/sPQrJ2X46D","1617072511598092288","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-01-15T22:03:59.000Z","Pak Jokowi, abis dari GI,  nyebrang ke  PI,  lalu  PIM 1, 2, 3 terus ke Gancit, Sency, PP

Ekonomi Horang Kayah memang makin meroket, kok. 

Lanjutkan halunya. 

https://t.co/ep6dbRVs98","1614745237683081216","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-01-15T01:09:18.000Z","Negara ini rusak, karena:

1) Orang rakus yg tdk kenal kata puas

2) Orang yg tdk mau belajar shg abai dg keadaan

3) Orang pandai tetapi diam, krn mau aman.","1614429482898821120","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-01-14T22:28:25.000Z","Sudah tahu keadaan Indonesia genting. Bicara soal itu juga sdh bolak-balik. Tapi masih mimpi aja bangun kota metaverse, kereta cepat segala macam.

Bangun dong. Dengerin omongannya sendiri.

Cek harga di pasar. Ngeri. 

https://t.co/tqVMRPitxk","1614388995714330624","2022-03-13T01:43:06.000Z","Dokter Tifa"
"2023-01-14T13:29:01.000Z","Rencananya demikian.
Tetapi alam selalu punya rencananya sendiri.

Karena itu dlm soal Cuaca ini,
Antara yg direncanakan  dg rencana alam, kadang tdk sinkron.

Jadi, 2023 adalah Global Weirdness Weather. 
Cuaca Global yg serba aneh. 

So be prepare ya.

https://t.co/eUn8zRZgux","1614253254283792384","2022-03-13T01:43:06.000Z","Dokter Tifa"
